Construction Type,Building Area (sq ft),Number of Floors,Number of Rooms,Number of Bathrooms,Flooring Type,Ceiling Height,Roof Type,Foundation Type,Company,Labor Charges,Bid Amount,Project Duration (Months)
Commercial,3246,3,10,2,Wood,9,Flat,Crawl Space,Company C,33390,101308,8
Residential,3962,2,10,2,Carpet,12,Pitched,Basement,Company C,25561,364925,25
Commercial,2532,7,9,1,Tile,12,Gabled,Crawl Space,Company C,19463,428064,12
Commercial,1380,7,5,1,Tile,8,Pitched,Basement,Company C,45306,105584,26
Residential,1019,5,7,1,Tile,9,Gabled,Slab,Company A,38611,208956,28
Industrial,2549,4,6,4,Wood,9,Pitched,Slab,Company C,36933,409438,6
Industrial,2270,2,6,2,Carpet,13,Flat,Basement,Company B,37323,192141,25
Residential,2194,2,9,4,Wood,11,Pitched,Basement,Company B,22059,413914,7
Industrial,1721,7,5,4,Wood,12,Flat,Slab,Company C,10058,442618,27
Residential,3573,7,2,4,Carpet,9,Pitched,Slab,Company B,20064,416046,23
Commercial,4234,4,8,4,Carpet,13,Flat,Crawl Space,Company A,44987,201064,25
Commercial,4382,4,11,4,Carpet,11,Flat,Crawl Space,Company B,25597,325886,19
Industrial,1918,4,14,1,Wood,12,Flat,Slab,Company A,19436,329080,10
Commercial,2665,2,3,4,Wood,14,Flat,Crawl Space,Company A,40439,456411,29
Industrial,1524,9,14,3,Tile,10,Flat,Basement,Company D,5858,359342,26
Industrial,1511,1,9,1,Wood,8,Pitched,Basement,Company B,15041,455361,17
Commercial,2625,8,14,2,Carpet,11,Pitched,Slab,Company B,40282,315741,7
Commercial,4726,6,5,2,Wood,8,Pitched,Basement,Company C,49135,439983,36
Industrial,1190,7,14,1,Tile,10,Gabled,Crawl Space,Company C,25203,131638,15
Commercial,1870,5,1,4,Carpet,9,Flat,Crawl Space,Company D,33197,449472,18
Residential,3565,6,4,1,Tile,12,Gabled,Slab,Company C,14185,181021,36
Commercial,3228,6,9,2,Wood,14,Flat,Crawl Space,Company B,33686,404127,19
Commercial,2947,9,1,2,Wood,9,Flat,Slab,Company A,14359,222911,29
Residential,4372,4,8,1,Tile,8,Pitched,Crawl Space,Company D,30398,241711,29
Commercial,3554,5,8,3,Tile,14,Gabled,Crawl Space,Company A,9345,318190,31
Commercial,4063,4,9,3,Carpet,9,Flat,Crawl Space,Company C,5387,437620,6
Industrial,4625,1,9,3,Carpet,9,Pitched,Slab,Company A,27809,215227,14
Commercial,4216,6,13,2,Tile,11,Gabled,Slab,Company D,15990,146221,29
Commercial,2857,5,6,3,Carpet,14,Gabled,Crawl Space,Company B,8366,448948,6
Residential,3111,4,13,3,Tile,13,Flat,Crawl Space,Company B,35590,387959,14
Industrial,3679,6,5,1,Tile,11,Flat,Crawl Space,Company D,36103,203397,36
Industrial,4442,5,12,4,Wood,10,Pitched,Basement,Company A,46006,231050,32
Industrial,3409,3,12,4,Tile,11,Gabled,Basement,Company D,25144,408382,30
Commercial,2230,2,14,1,Carpet,11,Gabled,Crawl Space,Company B,36331,267960,29
Industrial,2713,6,14,4,Tile,11,Flat,Basement,Company A,30661,371917,16
Residential,1557,4,7,3,Wood,14,Pitched,Crawl Space,Company C,17860,428745,31
Industrial,2934,3,9,2,Carpet,11,Gabled,Basement,Company B,21864,491043,12
Residential,2712,8,5,3,Tile,13,Flat,Basement,Company D,46991,413888,27
Industrial,2539,9,12,1,Wood,14,Gabled,Crawl Space,Company B,49837,331930,26
Industrial,4017,7,3,4,Carpet,10,Gabled,Slab,Company C,33963,425219,27
Residential,1934,2,9,1,Wood,11,Gabled,Basement,Company A,48575,329721,6
Industrial,4512,8,10,1,Wood,11,Pitched,Slab,Company D,16820,470613,6
Industrial,1564,5,13,3,Carpet,8,Pitched,Basement,Company B,37561,498126,14
Industrial,3525,7,1,4,Wood,11,Pitched,Slab,Company B,38299,198770,20
Commercial,4168,5,14,2,Wood,10,Pitched,Slab,Company D,17222,405649,27
Residential,4297,2,1,3,Wood,13,Gabled,Crawl Space,Company A,11326,299991,21
Industrial,2472,4,10,1,Carpet,10,Pitched,Slab,Company C,10025,214840,8
Residential,4205,5,14,1,Wood,9,Flat,Basement,Company D,47858,484313,30
Residential,1382,6,11,4,Tile,11,Flat,Crawl Space,Company B,36067,194409,8
Residential,2621,5,12,1,Wood,12,Flat,Crawl Space,Company C,36007,394755,30
Industrial,1985,1,4,1,Tile,9,Flat,Crawl Space,Company A,14928,374226,19
Industrial,2437,1,2,3,Wood,10,Flat,Slab,Company D,12210,464650,10
Residential,2980,3,7,4,Tile,9,Flat,Slab,Company A,20756,271209,22
Commercial,988,9,2,3,Carpet,12,Gabled,Basement,Company C,24457,266351,32
Residential,2546,2,7,2,Wood,8,Pitched,Basement,Company A,36676,373294,26
Commercial,4626,5,8,1,Tile,12,Flat,Basement,Company C,14427,409473,15
Residential,3420,9,12,3,Carpet,13,Flat,Basement,Company B,33557,432717,21
Residential,4745,7,11,3,Wood,13,Pitched,Basement,Company C,36401,237319,23
Residential,3126,8,8,4,Wood,9,Pitched,Crawl Space,Company D,25622,237013,18
Industrial,1984,2,3,1,Wood,11,Gabled,Slab,Company C,39908,296021,23
Commercial,3593,5,9,3,Carpet,8,Flat,Crawl Space,Company C,41985,311918,34
Commercial,3746,9,10,1,Carpet,13,Flat,Slab,Company B,22847,306400,22
Residential,3300,1,10,2,Tile,12,Flat,Crawl Space,Company A,26364,139357,31
Industrial,969,1,10,1,Wood,11,Gabled,Slab,Company B,47932,223699,36
Industrial,3545,8,6,1,Tile,12,Pitched,Basement,Company D,23681,337714,9
Commercial,1880,2,4,3,Tile,10,Gabled,Crawl Space,Company C,18928,407717,9
Industrial,2063,9,8,4,Tile,11,Gabled,Basement,Company B,24257,301155,26
Commercial,3048,9,4,4,Tile,10,Flat,Crawl Space,Company D,24685,363817,20
Commercial,4708,4,4,4,Tile,8,Pitched,Crawl Space,Company A,17756,268567,36
Commercial,2125,2,11,2,Wood,8,Flat,Crawl Space,Company B,31466,116554,9
Industrial,3977,3,8,2,Carpet,8,Gabled,Basement,Company C,9560,342230,18
Commercial,4673,1,4,3,Tile,14,Gabled,Basement,Company B,31361,436252,23
Commercial,2948,3,1,4,Carpet,8,Pitched,Crawl Space,Company B,39923,496533,26
Residential,2488,5,6,2,Tile,10,Pitched,Crawl Space,Company C,30661,142632,29
Commercial,3785,3,12,4,Wood,10,Pitched,Crawl Space,Company D,48064,420178,11
Commercial,2876,3,8,4,Tile,13,Flat,Crawl Space,Company C,36482,353374,10
Residential,2329,6,14,2,Tile,9,Gabled,Basement,Company A,7179,433495,28
Residential,2261,3,14,4,Tile,9,Pitched,Slab,Company B,22485,272752,6
Industrial,2202,3,3,1,Wood,10,Pitched,Slab,Company D,26351,417822,11
Commercial,872,9,2,3,Tile,8,Pitched,Crawl Space,Company A,21223,109072,7
Industrial,4834,2,6,2,Wood,9,Flat,Crawl Space,Company C,37721,443179,10
Industrial,3596,1,1,2,Carpet,11,Flat,Slab,Company D,43305,149709,21
Residential,3293,8,11,4,Carpet,10,Flat,Slab,Company D,27303,147464,31
Industrial,4376,3,5,2,Carpet,11,Flat,Crawl Space,Company C,36565,442886,9
Commercial,832,7,6,1,Wood,8,Pitched,Crawl Space,Company D,38763,253359,18
Residential,3494,2,8,4,Tile,13,Gabled,Slab,Company A,14377,341093,33
Commercial,4398,8,7,1,Carpet,10,Gabled,Basement,Company D,23215,102606,12
Commercial,3192,9,6,3,Carpet,9,Pitched,Crawl Space,Company A,11690,251995,30
Residential,4912,8,2,3,Tile,13,Gabled,Slab,Company D,21910,280792,14
Commercial,3671,8,12,1,Carpet,14,Flat,Basement,Company B,48826,320908,31
Residential,3477,8,8,4,Carpet,9,Flat,Slab,Company D,19811,343795,6
Commercial,2201,7,8,3,Tile,11,Flat,Crawl Space,Company A,10157,448164,28
Residential,1617,2,11,4,Wood,14,Pitched,Slab,Company B,47644,236846,28
Industrial,2460,8,5,4,Wood,10,Flat,Crawl Space,Company C,6239,402969,10
Commercial,3238,5,3,3,Carpet,13,Flat,Basement,Company C,15249,124350,29
Residential,3783,6,12,3,Carpet,8,Flat,Basement,Company D,5099,258284,31
Commercial,2010,4,11,1,Wood,12,Gabled,Crawl Space,Company B,15153,448586,25
Commercial,1399,1,8,4,Carpet,12,Pitched,Crawl Space,Company D,13292,202410,16
Commercial,2646,5,5,1,Wood,14,Pitched,Crawl Space,Company D,12447,485917,22
Residential,2655,3,3,2,Carpet,13,Pitched,Basement,Company B,8075,282251,18
Industrial,2687,9,9,2,Carpet,8,Gabled,Slab,Company C,29491,396331,25
Industrial,1479,4,9,2,Wood,9,Flat,Crawl Space,Company B,9246,489559,32
Industrial,4052,2,12,2,Tile,12,Pitched,Basement,Company A,23473,174706,7
Residential,2635,4,7,3,Carpet,8,Pitched,Basement,Company B,11162,105522,34
Industrial,4830,3,13,3,Carpet,13,Flat,Slab,Company C,40731,208416,21
Residential,2977,3,8,1,Tile,13,Flat,Crawl Space,Company B,10531,437549,24
Commercial,948,5,13,3,Carpet,13,Gabled,Slab,Company A,8607,398320,34
Commercial,2295,1,5,3,Tile,11,Pitched,Crawl Space,Company B,21346,367878,25
Industrial,2544,5,5,3,Tile,9,Pitched,Crawl Space,Company D,16499,369268,28
Residential,2446,8,5,2,Wood,8,Pitched,Crawl Space,Company B,21129,492083,33
Commercial,3795,9,2,1,Tile,13,Gabled,Slab,Company B,9219,108371,14
Residential,2472,1,3,4,Wood,11,Pitched,Basement,Company C,40328,442109,9
Residential,2739,2,8,4,Wood,10,Pitched,Basement,Company D,6418,425637,23
Commercial,1457,2,14,4,Wood,12,Pitched,Basement,Company D,12858,373614,15
Residential,4467,6,13,2,Carpet,14,Gabled,Basement,Company D,15910,356912,20
Commercial,1853,1,6,3,Carpet,12,Pitched,Crawl Space,Company B,44965,117827,18
Commercial,4871,1,9,3,Tile,12,Pitched,Slab,Company A,42783,394105,21
Commercial,1376,2,7,4,Wood,14,Gabled,Crawl Space,Company C,9625,409749,15
Residential,3895,4,14,4,Carpet,8,Pitched,Crawl Space,Company B,13377,182749,9
Commercial,3831,2,6,1,Carpet,10,Flat,Slab,Company C,34174,110938,21
Residential,3772,4,11,2,Tile,8,Gabled,Crawl Space,Company B,32408,499809,29
Commercial,4748,3,14,3,Carpet,13,Flat,Slab,Company D,44213,490127,16
Commercial,2845,3,4,4,Carpet,8,Flat,Crawl Space,Company C,19354,201868,7
Industrial,4736,9,7,4,Carpet,10,Pitched,Basement,Company D,16275,243978,33
Industrial,3748,8,4,1,Carpet,13,Pitched,Crawl Space,Company B,31603,102671,35
Industrial,2427,9,7,3,Carpet,13,Pitched,Crawl Space,Company A,28529,380713,17
Residential,2288,1,5,3,Carpet,11,Gabled,Crawl Space,Company C,34633,382627,13
Residential,4945,5,2,1,Tile,13,Gabled,Crawl Space,Company D,48411,176690,26
Commercial,4998,4,7,1,Wood,9,Gabled,Crawl Space,Company B,40333,132473,18
Commercial,1735,9,8,3,Carpet,12,Flat,Slab,Company D,37729,222677,7
Commercial,4363,3,10,1,Wood,10,Gabled,Basement,Company B,43278,428145,29
Commercial,4429,5,11,4,Tile,11,Gabled,Basement,Company D,29927,403103,7
Residential,2514,8,2,3,Tile,13,Pitched,Slab,Company D,44222,473099,9
Commercial,2602,5,6,2,Wood,10,Flat,Slab,Company B,11624,344309,23
Commercial,2220,9,4,3,Wood,14,Gabled,Crawl Space,Company D,15185,366813,27
Industrial,4391,2,5,1,Tile,9,Pitched,Crawl Space,Company C,34548,296009,8
Commercial,4320,6,1,2,Carpet,10,Pitched,Crawl Space,Company C,48534,308078,12
Commercial,4111,5,6,4,Wood,14,Gabled,Slab,Company B,24294,275019,11
Commercial,3105,9,12,4,Wood,10,Flat,Crawl Space,Company B,17572,142495,6
Residential,2795,7,12,4,Carpet,11,Flat,Slab,Company D,44110,128448,14
Industrial,2767,8,11,1,Wood,14,Gabled,Crawl Space,Company B,43689,454729,17
Commercial,4514,7,14,3,Carpet,12,Gabled,Slab,Company D,22875,435242,12
Commercial,4835,5,8,1,Tile,12,Gabled,Basement,Company C,34220,229850,35
Industrial,4258,5,2,3,Wood,11,Flat,Slab,Company A,7142,238963,6
Commercial,1193,4,1,1,Carpet,11,Flat,Crawl Space,Company A,25882,369786,25
Residential,4530,2,9,4,Carpet,8,Pitched,Slab,Company B,21278,261013,9
Commercial,827,9,2,1,Tile,14,Pitched,Crawl Space,Company C,19406,339758,11
Residential,4291,3,8,3,Wood,8,Flat,Crawl Space,Company B,38526,165272,21
Residential,1973,3,5,4,Carpet,9,Pitched,Crawl Space,Company B,28516,401698,20
Commercial,1138,3,2,4,Wood,14,Flat,Crawl Space,Company C,5566,257647,8
Industrial,1868,8,5,2,Carpet,8,Pitched,Crawl Space,Company A,12116,285371,34
Residential,1641,6,9,3,Wood,8,Gabled,Basement,Company D,18094,381715,23
Industrial,1093,1,6,2,Wood,10,Flat,Basement,Company C,11403,384084,24
Commercial,2657,3,3,2,Carpet,10,Pitched,Crawl Space,Company B,20575,225609,18
Residential,2122,4,12,2,Carpet,14,Gabled,Slab,Company A,40713,292526,25
Commercial,2447,2,8,4,Wood,11,Pitched,Slab,Company C,7445,425671,19
Industrial,4420,6,14,2,Wood,13,Pitched,Basement,Company D,5689,289913,19
Commercial,3894,1,1,3,Tile,12,Gabled,Basement,Company D,29330,385219,13
Commercial,4291,1,9,3,Carpet,9,Gabled,Crawl Space,Company A,49965,135098,16
Residential,4295,8,9,2,Wood,8,Flat,Slab,Company D,9315,194449,17
Commercial,4601,4,4,2,Wood,10,Pitched,Slab,Company C,48669,145186,29
Commercial,888,1,13,2,Carpet,12,Gabled,Crawl Space,Company C,22888,267510,6
Commercial,2756,7,8,2,Wood,14,Pitched,Slab,Company A,13933,161124,35
Residential,1699,9,11,2,Wood,8,Gabled,Basement,Company A,47227,113121,33
Industrial,4277,7,14,2,Tile,13,Flat,Crawl Space,Company D,46400,206917,14
Industrial,2544,1,14,1,Tile,12,Gabled,Slab,Company B,32341,262275,25
Commercial,3053,1,11,4,Carpet,10,Pitched,Slab,Company B,12845,144156,19
Residential,4461,1,3,4,Carpet,11,Pitched,Basement,Company A,39056,363809,25
Commercial,3760,8,13,4,Carpet,13,Flat,Crawl Space,Company B,18143,298770,19
Industrial,2433,7,6,2,Tile,13,Flat,Basement,Company B,38732,120942,35
Residential,1661,3,10,1,Tile,8,Gabled,Slab,Company C,30001,400865,18
Industrial,1813,3,10,4,Tile,8,Gabled,Crawl Space,Company B,38595,169731,17
Industrial,4099,3,8,3,Wood,9,Pitched,Basement,Company C,7470,239981,17
Residential,2306,2,11,4,Tile,8,Gabled,Basement,Company B,19170,217789,25
Residential,4005,4,9,4,Tile,10,Flat,Crawl Space,Company A,23887,126594,12
Commercial,1777,7,8,4,Carpet,14,Gabled,Slab,Company C,45924,494119,7
Commercial,4261,9,9,4,Tile,12,Flat,Crawl Space,Company B,43203,241919,28
Industrial,2617,3,4,3,Tile,13,Pitched,Basement,Company D,27452,477597,31
Residential,4484,7,10,2,Wood,12,Gabled,Basement,Company D,25093,232883,16
Residential,4858,4,1,3,Tile,11,Flat,Crawl Space,Company D,25585,454546,21
Commercial,3434,1,7,3,Carpet,13,Gabled,Crawl Space,Company A,35312,431854,18
Industrial,4466,5,11,2,Wood,13,Flat,Crawl Space,Company C,33820,386910,35
Industrial,1748,8,12,3,Tile,11,Flat,Crawl Space,Company B,18999,219629,23
Commercial,1273,3,10,3,Tile,10,Flat,Basement,Company A,42640,243001,24
Residential,1367,4,4,4,Tile,12,Gabled,Crawl Space,Company D,26376,362968,32
Commercial,4232,3,1,4,Wood,13,Flat,Crawl Space,Company C,10967,277874,16
Commercial,4823,8,3,2,Wood,11,Gabled,Basement,Company B,37858,301531,26
Commercial,3058,8,7,4,Tile,13,Flat,Basement,Company B,44233,208051,35
Commercial,3944,4,11,2,Carpet,11,Flat,Basement,Company C,9539,425110,6
Residential,2782,2,3,2,Tile,9,Gabled,Crawl Space,Company A,10297,268050,18
Commercial,1896,3,1,1,Wood,9,Gabled,Crawl Space,Company C,35011,332729,32
Residential,4370,3,7,2,Wood,14,Gabled,Slab,Company A,46943,467608,13
Commercial,4190,4,8,3,Wood,10,Pitched,Crawl Space,Company D,25285,233599,36
Industrial,3472,2,5,2,Carpet,10,Pitched,Slab,Company D,27182,258655,27
Residential,4446,2,6,1,Tile,10,Pitched,Crawl Space,Company A,21239,449709,25
Industrial,3219,3,14,3,Tile,10,Flat,Basement,Company C,14145,442101,19
Commercial,4148,1,3,1,Wood,12,Flat,Slab,Company A,8139,297341,19
Commercial,1473,8,14,4,Tile,8,Flat,Slab,Company D,11685,331973,21
Commercial,3602,6,5,3,Carpet,10,Gabled,Basement,Company B,14282,394695,24
Residential,3169,3,3,2,Carpet,9,Pitched,Slab,Company C,33227,117592,12
Industrial,1866,1,13,1,Tile,13,Flat,Crawl Space,Company D,37953,202130,33
Residential,1487,3,2,2,Tile,8,Gabled,Slab,Company A,19412,176674,34
Residential,868,1,14,4,Tile,8,Pitched,Basement,Company D,23957,403863,11
Commercial,2903,3,7,3,Tile,12,Pitched,Crawl Space,Company B,46097,193410,14
Industrial,1219,4,10,2,Tile,11,Gabled,Slab,Company A,31061,439907,23
Commercial,4798,6,11,4,Tile,14,Flat,Crawl Space,Company C,46662,335062,11
Residential,3397,7,7,2,Wood,13,Pitched,Slab,Company B,46133,334470,31
Commercial,2924,7,12,3,Wood,13,Flat,Basement,Company A,13484,121857,22
Industrial,4692,9,8,4,Wood,8,Flat,Slab,Company D,5788,307562,9
Commercial,1239,8,12,4,Carpet,12,Flat,Basement,Company D,49418,114668,25
Industrial,2086,4,1,1,Carpet,12,Flat,Crawl Space,Company C,47386,368865,14
Industrial,2008,6,2,3,Carpet,12,Flat,Crawl Space,Company A,37974,246083,30
Commercial,1878,1,2,4,Carpet,10,Flat,Crawl Space,Company D,16031,468285,13
Residential,3363,8,12,3,Wood,13,Flat,Slab,Company C,35025,487535,20
Commercial,4423,6,3,2,Tile,11,Gabled,Basement,Company B,35639,126527,13
Residential,2053,2,7,3,Tile,10,Flat,Slab,Company C,28903,210286,32
Residential,4157,8,7,1,Tile,9,Flat,Basement,Company B,37569,370254,26
Commercial,4009,4,7,3,Carpet,11,Pitched,Basement,Company A,14350,230914,16
Residential,4349,9,1,3,Wood,10,Pitched,Crawl Space,Company D,43874,287728,24
Residential,1414,4,2,2,Tile,11,Flat,Basement,Company A,46085,283967,18
Commercial,3878,1,8,1,Carpet,9,Pitched,Slab,Company B,22806,163503,31
Commercial,3523,7,9,2,Carpet,10,Gabled,Crawl Space,Company A,41331,220640,20
Commercial,4290,5,10,4,Carpet,11,Gabled,Basement,Company B,13916,247597,10
Residential,4343,5,13,2,Tile,9,Gabled,Slab,Company A,49105,293221,31
Industrial,2700,4,7,1,Wood,14,Pitched,Slab,Company D,21470,238201,12
Residential,2512,6,13,1,Tile,13,Gabled,Crawl Space,Company A,49548,286294,18
Industrial,3129,1,1,3,Wood,12,Gabled,Basement,Company C,35960,219339,21
Commercial,4419,3,12,1,Wood,11,Pitched,Basement,Company D,49730,426743,29
Industrial,1994,7,4,2,Tile,9,Flat,Crawl Space,Company C,40525,165574,21
Commercial,2178,8,10,1,Tile,13,Flat,Crawl Space,Company C,19357,492497,29
Commercial,2112,9,8,4,Carpet,14,Flat,Crawl Space,Company D,9123,251978,7
Industrial,3715,1,14,1,Carpet,12,Pitched,Crawl Space,Company B,35133,398526,12
Commercial,1549,4,13,1,Tile,14,Flat,Slab,Company C,25498,173791,9
Industrial,1100,2,5,2,Tile,9,Gabled,Crawl Space,Company C,43000,294552,25
Commercial,4782,2,1,3,Wood,13,Flat,Basement,Company C,45461,359731,18
Residential,4637,1,7,3,Wood,13,Gabled,Basement,Company A,49207,437153,30
Residential,1077,5,6,2,Carpet,13,Flat,Basement,Company B,11022,374175,28
Commercial,3358,2,9,3,Wood,14,Flat,Slab,Company C,9302,449735,33
Commercial,4717,4,4,4,Tile,8,Flat,Basement,Company D,13853,376537,26
Industrial,2961,9,4,4,Wood,9,Pitched,Slab,Company C,11996,195059,35
Residential,2189,3,8,3,Wood,10,Flat,Basement,Company C,40538,295696,10
Industrial,1490,8,14,2,Wood,10,Gabled,Crawl Space,Company A,32134,106229,28
Commercial,4268,6,14,2,Tile,10,Gabled,Slab,Company B,22036,212908,17
Commercial,2648,5,4,3,Carpet,10,Flat,Slab,Company C,31901,491290,35
Industrial,4616,2,3,1,Wood,14,Pitched,Slab,Company C,41845,472179,18
Commercial,1739,3,7,3,Tile,13,Flat,Basement,Company C,46325,469771,14
Residential,3982,8,13,4,Wood,13,Flat,Crawl Space,Company A,20403,107926,21
Industrial,4109,9,5,4,Wood,8,Gabled,Basement,Company A,25925,469886,11
Residential,2850,7,9,1,Tile,8,Pitched,Slab,Company D,43908,125494,31
Residential,2546,1,5,4,Wood,8,Gabled,Crawl Space,Company C,42094,150585,28
Residential,3251,6,9,2,Tile,12,Pitched,Slab,Company A,40377,493962,18
Industrial,824,7,6,1,Carpet,11,Flat,Slab,Company D,19289,283540,19
Commercial,3356,6,6,1,Wood,14,Gabled,Basement,Company D,40385,251773,9
Residential,860,2,11,1,Tile,10,Flat,Basement,Company B,49719,198028,30
Residential,922,9,6,2,Wood,14,Flat,Crawl Space,Company D,11884,190440,29
Residential,2902,3,7,4,Wood,11,Gabled,Basement,Company C,29412,334153,14
Commercial,1986,6,12,3,Wood,10,Flat,Basement,Company B,15079,190356,10
Commercial,2530,6,11,4,Tile,14,Pitched,Basement,Company B,37839,303295,16
Industrial,4889,8,4,3,Tile,10,Flat,Slab,Company B,40679,161355,21
Commercial,3272,4,4,1,Tile,10,Pitched,Slab,Company A,26589,339399,17
Industrial,3765,6,9,3,Carpet,14,Flat,Basement,Company A,13083,431774,22
Industrial,3077,1,12,4,Wood,8,Pitched,Slab,Company B,34868,112363,36
Industrial,4887,9,7,2,Tile,13,Gabled,Basement,Company A,21409,484379,13
Industrial,3764,9,11,4,Wood,12,Flat,Crawl Space,Company A,38641,198394,17
Industrial,2110,7,10,2,Wood,10,Gabled,Basement,Company C,23401,149258,13
Residential,954,1,6,2,Wood,10,Gabled,Crawl Space,Company D,33218,349613,18
Commercial,3012,3,1,2,Tile,10,Pitched,Basement,Company C,29194,420717,28
Residential,4053,5,7,3,Carpet,9,Flat,Crawl Space,Company C,12953,133162,28
Industrial,2062,4,6,1,Carpet,14,Gabled,Slab,Company C,32475,174406,10
Commercial,2162,5,12,1,Carpet,10,Flat,Basement,Company B,14108,435619,13
Residential,1737,7,4,1,Carpet,8,Pitched,Crawl Space,Company A,8512,317280,8
Residential,1311,9,13,2,Tile,8,Gabled,Crawl Space,Company B,49514,373058,36
Industrial,986,1,8,3,Carpet,11,Pitched,Slab,Company C,39345,165541,16
Residential,2645,5,7,3,Carpet,14,Gabled,Crawl Space,Company D,7365,327442,10
Residential,2502,3,8,3,Tile,13,Pitched,Basement,Company C,9125,271073,21
Residential,1190,3,9,4,Tile,13,Flat,Crawl Space,Company A,37828,100978,15
Residential,1454,2,1,3,Wood,8,Gabled,Crawl Space,Company D,46526,402260,15
Residential,3621,6,3,3,Wood,11,Gabled,Crawl Space,Company D,15499,102770,30
Industrial,1563,6,2,3,Carpet,12,Flat,Slab,Company A,19959,323126,21
Industrial,4200,3,3,1,Wood,9,Gabled,Slab,Company A,47182,106162,16
Residential,4067,1,11,2,Tile,8,Pitched,Slab,Company C,9191,198828,29
